# =============================================
# POPULATIONS
# =============================================
# Q 2.5526 
# s 0.637 
# g 1.05 
# k1 0.4 ± 0.005 
# k2 0.1375 ± 0.005 
# R 0.3183098861837907
# maximal time 8.0 
# 20 independent populations 
# =============================================
# bud	Pinit	±	Dinit	±	stats(6)
1.0000	0.5735	0.0140	0.1724	0.0352	62.0000	62.0000	63.0000	64.2500	77.0000	64.3000	0.5159	0.5159	0.5179	0.5203	0.5430	0.5202
2.0000	0.5624	0.0117	0.2026	0.0304	57.0000	61.5000	62.0000	62.2500	69.0000	62.0000	0.5054	0.5149	0.5159	0.5164	0.5293	0.5158
3.0000	0.5534	0.0101	0.2272	0.0272	54.0000	58.0000	58.5000	60.2500	62.0000	58.8500	0.4986	0.5076	0.5086	0.5123	0.5159	0.5093
4.0000	0.5458	0.0091	0.2477	0.0251	47.0000	54.0000	57.0000	60.0000	61.0000	55.7500	0.4813	0.4986	0.5054	0.5118	0.5139	0.5022
5.0000	0.5395	0.0084	0.2649	0.0237	45.0000	48.0000	53.0000	55.2500	56.0000	51.4500	0.4758	0.4839	0.4963	0.5015	0.5032	0.4922
6.0000	0.5340	0.0084	0.2797	0.0232	46.0000	48.0000	50.5000	52.5000	56.0000	50.5000	0.4786	0.4839	0.4902	0.4951	0.5032	0.4900
7.0000	0.5293	0.0086	0.2926	0.0233	41.0000	46.7500	47.0000	48.0000	54.0000	47.1000	0.4642	0.4806	0.4813	0.4839	0.4986	0.4813
8.0000	0.5250	0.0090	0.3041	0.0239	42.0000	45.0000	47.0000	48.0000	54.0000	46.7500	0.4672	0.4758	0.4813	0.4839	0.4986	0.4804
9.0000	0.5212	0.0098	0.3145	0.0249	39.0000	43.2500	45.0000	47.0000	48.0000	44.7000	0.4579	0.4708	0.4758	0.4813	0.4839	0.4748
10.0000	0.5177	0.0113	0.3242	0.0264	29.0000	39.7500	41.0000	45.0000	48.0000	41.7500	0.4209	0.4603	0.4642	0.4758	0.4839	0.4658
11.0000	0.5143	0.0132	0.3332	0.0283	36.0000	40.0000	44.0000	46.2500	48.0000	42.9500	0.4479	0.4611	0.4730	0.4793	0.4839	0.4694
12.0000	0.5111	0.0158	0.3419	0.0305	21.0000	39.5000	41.5000	44.0000	47.0000	40.3000	0.3806	0.4595	0.4657	0.4730	0.4813	0.4603
13.0000	0.5080	0.0196	0.3505	0.0334	24.0000	31.7500	39.0000	44.0000	48.0000	37.5000	0.3973	0.4322	0.4579	0.4730	0.4839	0.4509
14.0000	0.5048	0.0261	0.3592	0.0369	0.0000	29.0000	31.0000	39.0000	47.0000	30.9000	-Inf	0.4209	0.4292	0.4579	0.4813	-Inf
15.0000	0.5014	0.0281	0.3683	0.0411	17.0000	29.7500	31.5000	37.5000	47.0000	33.3500	0.3542	0.4241	0.4312	0.4530	0.4813	0.4355
16.0000	0.4977	0.0406	0.3783	0.0463	16.0000	26.5000	32.0000	36.5000	53.0000	32.3500	0.3466	0.4096	0.4332	0.4496	0.4963	0.4299
17.0000	0.4938	0.0440	0.3890	0.0527	0.0000	20.7500	31.5000	40.5000	47.0000	30.0500	-Inf	0.3783	0.4312	0.4626	0.4813	-Inf
18.0000	0.4895	0.0437	0.4007	0.0607	0.0000	14.5000	22.0000	36.2500	46.0000	23.3500	-Inf	0.3340	0.3863	0.4488	0.4786	-Inf
19.0000	0.4854	0.0404	0.4117	0.0688	0.0000	10.5000	18.0000	27.5000	48.0000	18.8000	-Inf	-Inf	0.3605	0.4142	0.4839	-Inf
20.0000	0.4819	0.0395	0.4214	0.0765	0.0000	0.0000	17.5000	31.7500	49.0000	17.6500	-Inf	-Inf	0.3535	0.4317	0.4865	-Inf
21.0000	0.4789	0.0386	0.4296	0.0819	0.0000	9.7500	20.0000	34.5000	40.0000	20.2500	-Inf	-Inf	0.3743	0.4426	0.4611	-Inf
22.0000	0.4770	0.0371	0.4348	0.0849	0.0000	0.0000	18.5000	35.0000	52.0000	18.6500	-Inf	-Inf	0.3636	0.4443	0.4939	-Inf
23.0000	0.4756	0.0356	0.4383	0.0856	0.0000	0.0000	20.5000	26.0000	38.0000	15.0500	-Inf	-Inf	0.3775	0.4073	0.4547	-Inf
24.0000	0.4744	0.0353	0.4418	0.0871	0.0000	0.0000	16.0000	28.2500	37.0000	14.4000	-Inf	-Inf	0.3466	0.4176	0.4514	-Inf
